CpG_ID,CHR,MAPINFO,Probe_SNPs,Probe_SNPs_10,Methyl27_Loci,UCSC_RefGene_Name,UCSC_RefGene_Group,UCSC_CpG_Islands_Name,Relation_to_UCSC_CpG_Island,R_laml_age,R_hannum_age,Mean_laml,Variance_laml,Mean_hannum,Variance_hannum,R_weidner_i0,R_horvath_i0,R_hannum_i0,R_inters_i0
cg01156249,16,4714794,,,NA,MGRN1;MGRN1;MGRN1;MGRN1,Body;Body;Body;Body,,,0.206809000507812,-0.118279197190599,0.3699336286736,0.10276716892051,0.132059708673781,0.00294566810495699,0.223157868785773,0.134786521101355,-0.0392262083304228,0.00394867138096666
cg01207684,16,4103167,,,NA,ADCY9,Body,,,0.0535982719396075,-0.455739262417509,0.35432245646103,0.112277930998155,0.74592069902439,0.00645148987188951,-0.0316411434300436,-0.022642610314209,-0.111830811141745,-0.0808512037078887
cg01243371,16,86547386,,,NA,FOXF1,3'UTR,chr16:86549069-86550512,N_Shore,-0.16653097025572,0.162901941702596,0.488352095158982,0.104001740143368,0.126057322378049,0.00181909288423535,0.309400796308547,0.167363676332214,0.232161332604685,0.240068536772773
cg01252526,16,711033,,,NA,WDR90,Body,chr16:711065-711414,N_Shore,-0.0985972444288878,0.0580142676629517,0.425379336833062,0.1354230019583,0.204502003902439,0.0111717395465971,0.22790120514601,0.042730294650598,-0.0353753292271534,0.0870868995328159
cg01517680,16,49499006,,,NA,,,chr16:49498889-49499405,Island,-0.0579427225270254,-0.147357441860268,0.676969232743574,0.113024472778671,0.367603801112805,0.0139428924652239,0.346630891676562,0.104630341081385,0.116385137217358,0.20735167828806
cg01525839,16,88228776,,,NA,,,,,0.21397220626349,-0.0179820485330914,0.497736683136232,0.11987789204246,0.916760473323171,0.000490981344058325,0.14056694867549,0.174329116212563,-0.0247743176112387,-0.0777547221754262
cg01538731,16,87757018,,,NA,KLHDC4,Body,chr16:87754008-87754285,S_Shelf,0.0555908827672141,-0.0542656504357327,0.562560002962056,0.100385925599748,0.689791750609756,0.00700584723036305,0.173957669914082,0.0227198579957514,0.0474703438754504,0.107884605112317
cg01762827,16,69141442,,,NA,HAS3;HAS3;HAS3,5'UTR;5'UTR;1stExon,chr16:69139628-69141900,Island,-0.191394215755633,0.158564601759214,0.360333253844473,0.122588940410056,0.0914002251023035,0.00374932300538371,0.34781919111816,0.129387401231854,0.178170133909678,0.199760039116911
cg01990910,16,12207648,,,NA,SNX29,Body,chr16:12210655-12211296,N_Shelf,-0.0903070298264071,-0.0784487799616856,0.472858553719413,0.126209422705456,0.367261289192073,0.0090077543030286,0.080772312458654,-0.00909468182583935,0.0155292493415457,0.0470873926031236
cg02074956,16,4730657,,,NA,MGRN1;MGRN1;MGRN1;MGRN1,Body;Body;Body;Body,chr16:4731561-4731835,N_Shore,0.283900186986268,-0.0307538020805836,0.516741369787709,0.102727079539635,0.506790462926829,0.00358133805353482,0.135983038381415,0.102480554539739,-0.0588273966298644,-0.11758329806511
cg02388378,16,54968727,,,NA,,,chr16:54970301-54972846,N_Shore,-0.0839214683953641,0.131365640500002,0.354181067900023,0.10277582395354,0.0725444589176829,0.000698625611377627,0.142818636414064,0.0257851117420585,0.0395236940827454,0.222150361790338
cg02852791,16,710674,,,NA,WDR90,Body,chr16:711065-711414,N_Shore,-0.00079901721305019,-0.00651726939080186,0.509649979133559,0.102517700100441,0.421933392530488,0.00651362073592494,0.215500486906929,0.0098162080427985,-0.0799160136909189,0.0432726719890867
cg03172657,16,89163625,,,NA,ACSF3;ACSF3;ACSF3,Body;5'UTR;5'UTR,chr16:89167116-89167482,N_Shelf,0.202903516167069,0.397237074367203,0.375747084198978,0.132200555244721,0.516133128963415,0.012778784543544,0.137263377613786,0.052244908021843,-0.015121644553833,-0.0195379109432846
cg03533472,16,46919112,,,NA,GPT2;GPT2;GPT2,Body;1stExon;5'UTR,chr16:46917849-46918957,S_Shore,0.115812284012938,-0.221988150718847,0.366966380810426,0.129524489994007,0.439933978033537,0.00650122069955524,0.105129985659872,-0.00980305950125938,-0.0442703175783674,-0.131783722927358
cg04086531,16,49732376,,,NA,ZNF423,Body,chr16:49732348-49732712,Island,-0.108974603788503,-0.0623372240119858,0.471689902486114,0.112264884740408,0.387788283185976,0.01415650229061,0.161944833650405,0.025859072288216,-0.0863144227173926,0.0871378501312799
cg04231085,16,85561302,,,NA,,,,,0.196549192034479,-0.0905213177216259,0.648313622443396,0.106433746999503,0.412468711432927,0.00660623266342715,0.105627986670666,0.0676451372995361,-0.0457084393092085,-0.0630727319793075
cg04358214,16,67143304,,,NA,C16orf70,TSS1500,chr16:67143282-67143827,Island,0.0163075138605861,-0.104964875170526,0.64641015805149,0.115234041240327,0.517449134146341,0.00929479290561242,0.219726099444063,-0.0404983297243326,-0.00165260731469801,0.0350729127717536
cg04513006,16,68270252,rs12932327,,NA,ESRP2,TSS200,chr16:68269010-68272143,Island,-0.10452328875901,0.245311536077443,0.483529164834719,0.111354568035084,0.0793361449207317,0.00208056630761377,0.283113574636463,0.0586844062406265,0.0926717425515566,0.264720408590928
cg04715503,16,3062795,,,NA,CLDN9;CLDN9,1stExon;5'UTR,chr16:3063679-3063981,N_Shore,-0.139435079950617,-0.148611969766599,0.679678021083753,0.106224951444901,0.39646395929878,0.0164285565848399,0.120313264002169,-0.0059225961795269,0.03176934171005,0.13919128251696
cg05088892,16,86029443,rs8060333,,NA,,,,,0.0661499116783558,-0.0439951505666964,0.385913662945303,0.100673351822061,0.439791445564024,0.00504634155041491,-0.104373944521373,-0.0990060524380272,-0.202452202997046,-0.00448283088099337
cg05304979,16,87736062,,,NA,LOC100129637,Body,chr16:87736652-87736907,N_Shore,0.233650882254445,0.0959480963770525,0.300224994067303,0.110063220531235,0.0481541242810976,0.00066510853609787,0.138086805027674,0.0356662407087064,-0.044171703516824,0.0443508523952945
cg05541311,16,87309686,,,NA,,,,,-0.216661902067091,0.0447545531120889,0.3327948901647,0.101357843530048,0.135805220483232,0.00286896715957102,0.0697604089196419,-0.0209678148356638,-0.0505043698356021,0.184823295928472
cg05780543,16,46963764,,,NA,GPT2;GPT2,3'UTR;3'UTR,,,-0.0949474127149548,-0.17695969570235,0.498078681529071,0.106995304526831,0.231792725182927,0.00431468201988608,0.246920570482346,0.034657090145579,0.0994728256626659,0.25234927457031
cg05948940,16,68481342,,,NA,SMPD3,5'UTR,chr16:68480864-68482822,Island,-0.0649185044919883,0.123558636536424,0.472557372223649,0.102905114505669,0.203730587743902,0.00643473791477054,0.312267178364075,0.317965427553591,0.26073968763996,0.148181597794332
cg05955675,16,85206653,,,NA,,,chr16:85204598-85205031,S_Shore,0.00544104416993745,-0.118750034536711,0.518283927961415,0.113478097466262,0.602921116646342,0.0129793282454955,0.0724459985290069,0.0152629913753785,-0.0872200285158995,0.12522424426703
cg06223834,16,4103161,,,NA,ADCY9,Body,,,0.0530960090618568,-0.333972395568116,0.412523717690048,0.12692645729724,0.884022598170732,0.0037126446343334,0.0145414651584194,0.00195831090548253,-0.0999182325073036,-0.0932995854100496
cg06545761,16,87441441,,,NA,ZCCHC14,3'UTR,chr16:87441387-87441671,Island,0.162917308045258,-0.138664439987088,0.494789375382959,0.109919201819042,0.595231152134146,0.00665223782278391,-0.00669507299495014,-0.0113841716213384,-0.152790161603793,-0.0828119799649098
cg06601071,16,85525842,,,NA,,,chr16:85529839-85530128,N_Shelf,-0.00075544940205054,0.0271718361776509,0.516533449170509,0.100212410297953,0.364732773932927,0.00536406290015173,-0.135388066876769,-0.15731983416402,-0.154767373537738,0.107380029830754
cg06723863,16,68270129,,,NA,ESRP2;ESRP2,1stExon;5'UTR,chr16:68269010-68272143,Island,-0.0938253360731714,0.203251231916872,0.430931867238435,0.10340818848181,0.0815761217743902,0.00336191225017847,0.322830387923065,0.0928393864561804,0.128789142591824,0.242616066695977
cg06988336,16,89922397,rs73270331,,NA,SPIRE2,Body,chr16:89920497-89920740,S_Shore,0.198042828121014,-0.239252883780017,0.604740793167576,0.107410552714,0.763703813262195,0.00148118773429679,0.0570983634174703,0.070444133079676,-0.0618910068084792,-0.0789660315647175
cg07032245,16,2070748,,,NA,NPW,3'UTR,chr16:2069718-2070865,Island,-0.133138298209912,-0.0362669360998321,0.258657553907934,0.107348083509542,0.0192229449807927,0.000109484490299333,0.256652134788986,0.0960640662686493,0.123718736260801,0.132337605239694
cg07455757,16,54968985,,,NA,,,chr16:54970301-54972846,N_Shore,-0.213619553604644,0.223270528205041,0.310233044531824,0.113462824548702,0.0872091272713415,0.00108874548887269,0.0466830749507957,-0.091450571756111,-0.0445908132783834,0.187589420354764
cg07461772,16,68482809,,,NA,SMPD3,TSS1500,chr16:68480864-68482822,Island,-0.266916961038103,0.261267453268229,0.524283782018134,0.104687363193436,0.154196255990854,0.00303761788153975,0.245232626462262,0.11027270896936,0.171281941710872,0.244455218943761
cg07651316,16,3641320,,rs73505419,NA,BTBD12,Body,chr16:3639092-3639306,S_Shelf,0.103319830734416,-0.159075503364762,0.629172261576641,0.125643953581525,0.78360966722561,0.00373745392825457,0.200187366716932,0.148638509612817,0.0380625624042108,0.0268189158205717
cg07676361,16,80966860,,,NA,,,chr16:80965952-80966478,S_Shore,-0.0368534359006853,0.0398431396158898,0.528182594897054,0.118500648041466,0.467247476341463,0.0244917198719282,0.241044815982052,0.210857408175927,0.197920886869127,0.167930707186089
cg08317738,16,89034292,,,NA,CBFA2T3,Body,chr16:89034060-89034293,Island,0.138557147457265,0.104762168495721,0.586911572142772,0.131306687258374,0.267159422865854,0.0140808346637674,-0.00732784655652024,-0.0249764764374027,-0.0389418711196394,0.132276793235075
cg08699646,16,58019359,rs9934227,,NA,TEPP;TEPP,Body;Body,chr16:58018400-58019471,Island,-0.0449488284049222,0.111979442725715,0.372755705391374,0.101707240997397,0.0600935454253049,0.000955964294956459,0.34562502824882,0.166633932276793,0.16085514827035,0.167490231044528
cg08782022,16,4730136,,rs74529238,NA,MGRN1;MGRN1;MGRN1;MGRN1,Body;Body;Body;Body,chr16:4730262-4730487,N_Shore,0.292434545737181,-0.153504290579671,0.387262304310162,0.138532117914939,0.274814681646341,0.00957515831762974,0.145913474378834,0.106877098116882,-0.062303542299269,-0.100551006068874
cg08886823,16,68270882,,,NA,ESRP2,TSS1500,chr16:68269010-68272143,Island,-0.0981237527470803,0.0560259564752848,0.514114770719909,0.118409371210662,0.248933156280488,0.00577913578125965,0.338220755794603,0.133119943461271,0.159653700287213,0.232213926770841
cg09259081,16,84538889,rs75484441,,NA,KIAA1609,TSS1500,chr16:84538884-84539115,Island,-0.201340007176101,-0.375454536106995,0.409115588384362,0.106125990080993,0.327268285030488,0.00992413192223826,0.0773339688461744,-0.082353424578733,-0.101814909624322,0.121361860189914
cg09275704,16,54317042,,,NA,,,chr16:54316903-54317149,Island,-0.123190862721105,0.248478373455402,0.448138255278281,0.109801739387112,0.10858691117378,0.00160892191578719,0.15419048127771,-0.0365554108302893,0.108021021230786,0.160485345539563
cg09427016,16,89167018,,,NA,ACSF3;ACSF3;ACSF3,Body;5'UTR;5'UTR,chr16:89167116-89167482,N_Shore,0.297873945838779,-0.00053194823460391,0.495024542265036,0.11927146897583,0.684844793445122,0.00240540389176083,0.123608617225411,0.0445694468983823,-0.0718789676751324,-0.0905564709314509
cg09492451,16,54967389,,,NA,IRX5,Body,chr16:54962422-54967805,Island,-0.141102165246981,0.157056111195599,0.435354510740997,0.103684174485548,0.0959937613734756,0.00248005111956714,0.0925090293500101,0.00332904636093568,0.0572840865667104,0.217314985639327
cg09549813,16,4587862,rs3848372,,NA,C16orf5,5'UTR,chr16:4587836-4588890,Island,-0.040483538794543,0.0118936201537367,0.498237884156002,0.105111540634358,0.200633758689024,0.0064644262535582,0.236309697460277,-0.0352635666240709,0.10746713891845,0.229556277812247
cg09556515,16,85470485,,,NA,,,,,0.139783622438614,-0.0684372599261537,0.645559733449066,0.117192795579009,0.907232944817073,0.0013586515485644,0.151353683440645,0.196418665998282,0.0310280926807822,0.1130717047495
cg09854734,16,66613273,,,NA,CMTM2,TSS200,chr16:66612749-66613412,Island,0.039072928159158,-0.00522902435953764,0.227781515912725,0.103267189903945,0.0555968659428354,0.0029569185238593,0.067370661494907,0.00757931241345589,-0.146469000258862,0.0776314545984969
cg09981464,16,87441659,,,NA,ZCCHC14,3'UTR,chr16:87441387-87441671,Island,0.152859719977697,0.000360365059738266,0.615729920676859,0.104200583207872,0.845670765548781,0.00241096066768131,0.014771564635354,0.0121977376290714,-0.134663253524425,-0.0758958471153332
cg10471113,16,1587842,,,NA,IFT140;TMEM204,Body;Body,chr16:1587683-1587899,Island,0.247675607225484,-0.0718848465801974,0.487622337945628,0.129207914877901,0.639490025762195,0.00947024514646069,0.147090268846585,-0.0107809822782314,-0.108752408853899,0.0269997082667346
cg15001381,16,403314,,,TRUE,AXIN1;AXIN1,TSS1500;TSS1500,,,-0.229828423364853,-0.139553139213814,0.407728817999959,0.109563562113614,0.260241034496951,0.00480677414694545,0.239836793728146,0.0556783209312455,0.0149901591384418,0.16458933406746
cg26483229,16,49910634,,,NA,,,chr16:49910209-49910863,Island,-0.013988555467567,0.0246805740444365,0.303858971549412,0.100308230468357,0.106750504487805,0.00103939262812958,0.382434370287583,0.22510878363664,0.159382511617969,0.195070940490523
cg26578983,16,85075249,,,NA,KIAA0513,5'UTR,,,0.115965182368522,-0.184641141309087,0.538389622267624,0.113637415374294,0.502662793140244,0.00506019504995444,0.0837537442526492,0.0869126813574225,-0.051760055552588,-0.0570063236266965
cg26764761,16,87682142,,,NA,JPH3,Body,chr16:87677885-87678660,S_Shelf,0.0718885322177625,-0.120823977867651,0.613696502755776,0.102458140905047,0.733444970426829,0.0525476778255965,0.0685490995303505,0.0684587033072691,0.0806802726678802,-0.0741191504398598
cg26929700,16,49732567,,,NA,ZNF423,Body,chr16:49732348-49732712,Island,-0.0822305441080758,-0.0669977130171148,0.444902275245786,0.108569135087654,0.306713800472561,0.0134216041887432,0.224135791562745,0.0607322915853443,-0.0649250327686309,0.108648864089279
cg26996656,16,880371,,,NA,,,,,0.324511963111301,0.177925119458638,0.56164529337872,0.127762473402411,0.860425262682927,0.00170740184577355,0.182970995139149,0.149739699966718,-0.0357352705517868,-0.0323133626162311
cg27436118,16,4729905,,,NA,MGRN1;MGRN1;MGRN1;MGRN1,Body;Body;Body;Body,chr16:4730262-4730487,N_Shore,0.286049806340308,-0.0851020658501694,0.491021541952275,0.117162999340804,0.401409013109756,0.00653303416999103,0.129998808413423,0.0964782453271316,-0.0689271200996002,-0.128289498013338
cg27436995,16,743998,,,NA,FBXL16,3'UTR,chr16:743924-745943,Island,0.0920316575146575,0.261082211512172,0.40852617783696,0.129023437686298,0.374514257392835,0.0360745032535962,0.180055306052849,0.157853993664047,0.0743870519737193,0.0725363947520883
cg27557378,16,2286786,,,NA,DNASE1L2,5'UTR,chr16:2286600-2288073,Island,-0.167832250346521,0.0937737447244162,0.3106456374543,0.105604792609457,0.0750562935823171,0.00122100105881351,0.286323462339701,0.132191327715071,0.100059579328849,0.247010966705427
cg00025496,17,1057343,,,NA,ABR;ABR,Body;5'UTR,,,0.130942644942364,0.00842553961038927,0.608245754534724,0.108991038444439,0.762728313414634,0.00241509492563329,0.26380001068319,0.276616551548446,0.113459586724904,0.0288635140299047
cg00055529,17,37123835,,rs77758503,NA,FBXO47,TSS200,,,0.0804343994470524,-0.0836869245271479,0.448075056851753,0.100866667764915,0.37320171304878,0.0135921920126767,0.17836407489738,-0.0341919604886327,-0.0440928122675893,0.076518759270749
cg00411072,17,46660940,,,NA,,,chr17:46658948-46660003,S_Shore,0.00893551142577733,-0.116247207675881,0.653863839670059,0.108795121546137,0.867009708993902,0.000403039364232484,0.0770447009323138,0.0877673365574653,-0.0109305469382388,-0.0607421529914986
cg00627029,17,72322791,,,NA,KIF19,Body,chr17:72321948-72322461,S_Shore,-0.13609679918704,-0.247594648886453,0.588689601551946,0.101377200817391,0.296120584893293,0.00503656735118836,0.259697665722985,0.00594889326260514,0.140557087269336,0.18824027316095
cg00682096,17,46672924,,rs34658349,NA,LOC404266;LOC404266;LOC404266;LOC404266;LOC404266,Body;Body;Body;TSS1500;Body,chr17:46673532-46674181,N_Shore,-0.00991702022452417,-0.0635414951192357,0.725975071544081,0.101697994770255,0.910147955792683,0.000251837179935172,0.0182608588462977,0.0824125930156591,0.0688465852826731,-0.053834237980384
cg00711072,17,46669489,,,NA,LOC404266;HOXB5;LOC404266;LOC404266;LOC404266,TSS200;3'UTR;Body;TSS200;Body,chr17:46669434-46669811,Island,-0.240148240332582,-0.119175495331976,0.422148968088979,0.128701685139668,0.335716195381098,0.00850974394363618,0.0515644709971936,0.0599335176868428,-0.0166123604508306,0.0109009627197758
cg00744351,17,4804374,,rs28999110,NA,CHRNE;C17orf107,Body;3'UTR,chr17:4802265-4805402,Island,-0.0471995579618475,-0.021731898795144,0.414390344959137,0.111867332983048,0.219793135213415,0.0169062073729797,0.228718058289128,0.154877492573128,0.155156899080835,0.107264980092286
cg01561259,17,78560781,,,NA,RPTOR;RPTOR,Body;Body,,,0.300632692512643,-0.0450782866311531,0.463469809570379,0.127121944353046,0.754953530335366,0.00333817812875448,0.136301890513738,0.147750983058926,-0.0953014508593804,-0.0788904274508676
cg01572694,17,46657555,,,NA,MIR10A,TSS1500,chr17:46658948-46660003,N_Shore,-0.0264744324727309,-0.129452776892597,0.491863687293422,0.110793852247106,0.46616125152439,0.00402265632788036,0.173002757084804,0.0904151241099053,0.0379836711549761,-0.0400545664473873
cg01642895,17,954410,,,NA,ABR;ABR;ABR,Body;Body;Body,chr17:951746-952265,S_Shelf,0.312142814958249,-0.138706703318971,0.554580761888323,0.101344950329839,0.798299764939024,0.0010057102969926,0.225164664938181,0.157043714791698,-0.038746286564245,-0.0392672975227326
cg01990102,17,46646444,rs5820716,,NA,HOXB3,5'UTR,,,0.0951019551388781,-0.114373398653971,0.363832257314979,0.112250074023417,0.250407914679878,0.00291323578050829,0.1795474436359,0.00192379598394234,0.0328869677408751,-0.126834940605572
cg02090762,17,79503859,,,NA,FSCN2;FSCN2,Body;Body,chr17:79503586-79504181,Island,-0.194128301404404,0.043586484556234,0.266314381535581,0.104391917501447,0.11868009195122,0.00859638127306387,0.275311558800689,0.137848487712277,0.0708977577627756,0.116204344771195
cg02622647,17,43578911,,,NA,,,,,-0.0503750759598032,-0.173202189267619,0.607514210878595,0.102405121731887,0.400249538919207,0.0831712228378037,0.000812744223886791,-0.0159516462384899,-0.000556347663873971,0.126780702871724
cg02749463,17,46646359,,,NA,HOXB3,5'UTR,,,0.014729208254561,-0.0788641001084054,0.466624227406575,0.122758693129443,0.388988967530488,0.00580742113805078,0.242524026905203,0.0659095298163724,0.0615721546761555,-0.0781656140985237
cg02763536,17,40932515,,,NA,WNK4,TSS200,chr17:40932329-40933299,Island,-0.0669218017638024,0.159680115617664,0.337296136677169,0.106224995125103,0.0936220754375,0.00234870212727522,0.322386624646119,0.0881059115020976,0.102483841675124,0.179429106762048
cg02782634,17,57916643,,,NA,TMEM49,Body,,,0.0989301682676587,0.0761696638862741,0.451985412184539,0.103480278066801,0.742920864481707,0.00441858754237921,0.0920948502915278,0.100993125778127,0.0919732262822909,0.0555632711927782
cg02836478,17,46652501,,,NA,HOXB3,TSS1500,chr17:46654053-46654369,N_Shore,-0.0405747845873913,-0.274130366356525,0.669967153975667,0.117460571373511,0.822989477286585,0.00132577470699309,0.0762344220599656,0.0348608925394353,-0.0103996745735969,-0.0244012277450662
cg03419646,17,47297268,rs616338,,NA,ABI3;ABI3,Body;Body,chr17:47296969-47297314,Island,0.291905977765996,-0.185471781602527,0.612516261965848,0.116732135424368,0.880727996646341,0.00151702156993632,0.0757923023507127,0.0913174427730274,-0.0629396029962239,-0.123685864906954
cg03666441,17,7254671,,,NA,KCTD11;ACAP1,TSS1500;Body,chr17:7254622-7255808,Island,0.0643480127781438,-0.168367760167085,0.449950416862669,0.106656641668532,0.173125915716463,0.00580552374305799,0.237031223677236,-0.0307289633607672,-0.032022451134678,0.0919436420638279
cg04014328,17,46653615,,,NA,HOXB4,3'UTR,chr17:46654053-46654369,N_Shore,0.0185344044265871,-0.254160453079413,0.620301602192723,0.109470117770048,0.636004732621951,0.00498167102222999,0.146278346406545,0.106857375304574,-0.0403586264704795,0.0138018596968439
cg04117801,17,46651867,,,NA,HOXB3,TSS200,chr17:46654053-46654369,N_Shelf,0.0229051601074388,-0.204509650274068,0.751856417485665,0.129512400011852,0.933122039329268,0.00128403233736877,0.0866020470635609,0.0870343053666594,0.0901800939298936,0.0105048629059099
cg04120272,17,37123843,,,NA,FBXO47,TSS200,,,0.0844574346740768,-0.0814418869834313,0.450747098209447,0.103119113834923,0.369391306509146,0.0130119651622202,0.129063618396453,-0.0379853147226685,-0.0701663701396622,0.0465811737538675
cg04178858,17,38334170,,,NA,RAPGEFL1,TSS200,chr17:38333605-38334795,Island,-0.159199247495232,0.0509583116995544,0.32101115734083,0.114297585865359,0.0382036920574695,0.00132529642924101,0.162972063458149,-0.00899113706121879,0.0407760926643465,0.21854766140862
cg04478251,17,998432,,rs73975623,NA,ABR;ABR;ABR,Body;Body;Body,,,0.268626792111296,-0.116624027372882,0.405255641630016,0.104076195348061,0.282398823109756,0.00898750182606776,0.176303041011123,0.159997205934923,-0.0614965505623056,-0.112969803552572
cg04569429,17,37024625,,,NA,LASP1,TSS1500,chr17:37025737-37027104,N_Shore,-0.156840831462062,-0.20099401281538,0.42840547647775,0.101882288216755,0.196458431128049,0.00355520882849718,0.125339294005498,-0.051595698783349,0.03098535992078,0.181739962937549
cg04800503,17,46648533,,,NA,HOXB3,5'UTR,,,-0.035869460999429,-0.171248822282991,0.735925979271615,0.133770660104931,0.928339100884146,0.00133753372404253,0.0385885040657756,0.0187062656909353,-4.02674084635518e-05,0.00532433753949699
cg05555337,17,46669113,,,NA,LOC404266;HOXB5;LOC404266;LOC404266;LOC404266,TSS1500;3'UTR;Body;TSS1500;Body,chr17:46669434-46669811,N_Shore,-0.153977686448632,-0.116162936122769,0.626270250063402,0.121884753749111,0.82821806875,0.00138582359438545,-0.00606229943338004,0.0158218043907911,-0.0474736310108352,-0.0340588315055491
cg06066088,17,3600383,,,NA,P2RX5;P2RX5;P2RX5,TSS1500;TSS1500;TSS1500,chr17:3599052-3599551,S_Shore,0.24339609733748,0.151015856211641,0.613703473098318,0.104166444032862,0.709713678353659,0.00377312302268002,0.159318412477966,0.124757471042392,0.0340193858809317,0.00756945100730155
cg06126721,17,1478065,,,NA,SLC43A2,3'UTR,chr17:1478047-1478259,Island,0.0724031256080603,-0.330681149227288,0.450980362743705,0.100622159718623,0.377920483993902,0.00779257376177151,0.108767200963131,-0.00729168806728766,-0.0915294630053457,0.0925583363807817
cg06146665,17,76799964,rs9889908,,NA,USP36,Body,chr17:76798154-76798461,S_Shore,0.256999118779409,0.200020912344251,0.507458132405534,0.117158108984108,0.781451813719512,0.00748524189467514,0.220873309693351,0.0802003509017023,0.0533444548080518,0.063117108307002
cg06186155,17,46648582,,,NA,HOXB3,5'UTR,,,0.00546817129754101,-0.249619738526916,0.739273348307374,0.113618405179692,0.894404989481707,0.00102057963456503,0.0661494906994613,0.0310198748423202,-0.0176560259354982,-0.01859943379093
cg06395298,17,46651225,,,NA,HOXB3;HOXB3,5'UTR;1stExon,chr17:46654053-46654369,N_Shelf,-0.0340412570057833,-0.10695967042068,0.679811458368515,0.103726190941817,0.703200941615854,0.0063525719810413,0.11023819404782,0.0313995389792623,0.00536378316411434,-0.0219802525341759
cg06452419,17,55938940,,,NA,,,chr17:55939088-55939591,N_Shore,-0.129115262982888,-0.0883703522320266,0.301437235883094,0.100375446941038,0.0785510155716463,0.000451023837896997,0.333391953914362,0.0693034971011575,0.0943876272224117,0.190477168790293
cg07075026,17,47091521,,,NA,IGF2BP1;IGF2BP1,Body;Body,chr17:47091037-47091567,Island,-0.0772366865265121,-0.0651496276529412,0.419476830499483,0.109372037974437,0.40230312027439,0.0213075299657872,0.24510114104687,0.105322283079881,0.120367501736018,0.158177776499447
cg07110356,17,56355431,,,NA,MPO,Body,chr17:56355207-56355502,Island,0.26861363956458,-0.163326773619675,0.549448131958547,0.128919406152831,0.464223116463415,0.00849676658491921,0.111400196406339,0.165807217727521,0.0476527798893057,-0.0964486611086686
cg07330481,17,37322330,,,NA,ARL5C;ARL5C,1stExon;5'UTR,chr17:37321482-37322099,S_Shore,-0.145113691995628,-0.0489609432484759,0.675498606249161,0.104779472780468,0.525744478064024,0.0094398056645704,0.0291774354591512,-0.0488870992262905,-0.0361132911210364,0.211292953614411
cg07850987,17,46645972,,,NA,HOXB3,5'UTR,chr17:46641534-46642110,S_Shelf,0.00880563002694818,-0.0542324222728886,0.402822312994625,0.101465166892413,0.284536010670732,0.00412104574045668,0.284921499098092,0.115252719077301,0.108433556721576,-0.0527527704387915
cg08058191,17,39781130,,rs34460248,NA,KRT17,TSS1500,,,0.12797099141852,-0.166491718926942,0.406269461878136,0.12591224817347,0.249112777820122,0.00613775234951516,0.174495116549494,0.152938082696108,-0.0146630891676562,0.00931656346431198
cg08103988,17,6558365,,,NA,,,chr17:6558221-6558441,Island,-0.0788922633444988,-0.038118676623398,0.531414333035186,0.124604579800978,0.540680540625,0.0907015909252896,-0.0625993844838992,0.0525095224203178,-0.0159187748846421,0.0989616761103327
cg08409113,17,40937365,rs55772936,,NA,WNK4,Body,chr17:40937258-40937480,Island,-0.111315757104106,0.109328351595299,0.360532842215038,0.115062285215421,0.0895411643978659,0.00581209382824596,0.347050001438122,0.252290106133384,0.232256659530844,0.314323281547255
cg08527324,17,54655325,,,NA,,,,,0.144317140885087,-0.0823756770184701,0.429770154463456,0.116035652991865,0.345636556097561,0.0113122535954558,0.12822211173795,0.0951107970070632,-0.0282537504160281,0.0609558167915093
cg08591265,17,56082867,,,NA,SFRS1;SFRS1,3'UTR;Body,chr17:56083750-56085373,N_Shore,-0.0365714781804423,0.0959114657191647,0.593857031411459,0.128156688737823,0.688994224542683,0.009141314538321,0.068340366433417,0.103682002522876,-0.00594724969491275,0.115009471058827
cg08659204,17,35242555,,,NA,,,,,0.246712183178472,0.0746868332027307,0.519800057593206,0.109994645742385,0.583083053246951,0.0118871192893251,0.131091780928862,0.10807197182925,0.0992213598057303,-0.0770315523907746
cg09065876,17,45949756,,,NA,,,chr17:45949676-45949885,Island,-0.0289388909138054,-0.0205983358578363,0.432725144072826,0.106685926187132,0.328313396554878,0.00684960895779288,0.14739597243737,0.0642199422285956,-0.0534529302757496,0.013397542044516
cg09253696,17,73873529,,,NA,TRIM47,Body,chr17:73873528-73874923,Island,-0.0485328973852708,0.0500612780229395,0.416039132556508,0.113260188779208,0.215404968079268,0.00458854807141169,0.236960550266463,-0.0420662933028725,0.049327575367851,0.206201180903387
cg09648727,17,79361742,,,NA,,,chr17:79360383-79361723,S_Shore,-0.101806465827805,-0.362881747611363,0.494761188691377,0.104466055661734,0.551277316737805,0.00683833155175936,0.0220295595649476,0.0239558209004286,-0.0966557506379097,-0.0537701388403808
cg09891288,17,78863674,,,NA,RPTOR;RPTOR,Body;Body,chr17:78863569-78863813,Island,0.109721832848855,0.142961991566705,0.636074590994708,0.100592925069385,0.711909094969512,0.0120164208895553,0.16105401996113,0.126736326544029,0.0520345313572171,0.093204258483891
cg09929238,17,78560916,,,NA,RPTOR;RPTOR,Body;Body,,,0.304465837846443,-0.0552894732728476,0.417372199555125,0.123647141317624,0.570296741006098,0.00645176500085045,0.149133223488226,0.166757199853722,-0.0915590472238087,-0.0938304577746915
